item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L178_441,178,441,point,0.41,0.41,,2,,,,no,yes,Conflict Test Results,,,,,,qwen2.5-omni scores 0.41 against,"On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against 0.70 on agreement; qwen2.5-omni scores 0.41 against 0.75 on the same segments, answering No on every clip. %To test for the language bias in Audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, such as positive sentiment for MDD and fluent speech for AD.",,,
L178_454,178,454,point,0.75,0.75,,2,,,,no,yes,Conflict Test Results,,,,,,"0.75 on the same segments,","On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against 0.70 on agreement; qwen2.5-omni scores 0.41 against 0.75 on the same segments, answering No on every clip. %To test for the language bias in Audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, such as positive sentiment for MDD and fluent speech for AD.",,,
L180_546,180,546,word,four,4.0,,0,,word,,no,no,Conflict Test Results,,,,,,"On the depression segments four of the six models fall below chance when the words point away from the label,","On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.",Results in Table \reftab:conflict show a strong language bias.,,
L180_684,180,684,point,0.80,0.8,,2,,,,no,no,Conflict Test Results,,,,,,while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.,"On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.",Results in Table \reftab:conflict show a strong language bias.,,
L180_931,180,931,point,0.15,0.15,,2,,,,no,no,Conflict Test Results,,,,,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni,","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt.,,
L180_952,180,952,point,0.96,0.96,,2,,,,no,no,Conflict Test Results,,,,,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni,","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt.,,
L180_991,180,991,point,0.22,0.22,,2,,,,no,no,Conflict Test Results,,,,,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni,","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt.,,
L180_1000,180,1000,point,0.95,0.95,,2,,,,no,no,Conflict Test Results,,,,,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni,","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt.,,
L180_1096,180,1096,percent,86,86.0,,0,,%,,no,no,Conflict Test Results,,,,,,and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt.,,
L180_1195,180,1195,point,0.56,0.56,,2,,,,no,no,Conflict Test Results,,,,,,"On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict,","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",,
L180_1213,180,1213,point,0.71,0.71,,2,,,,no,no,Conflict Test Results,,,,,,0.71 on agreement).,"On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",,
L180_1309,180,1309,point,0.34,0.34,,2,,,,no,no,Conflict Test Results,,,,,,"at 0.34 and 0.24,","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",,
L180_1318,180,1318,point,0.24,0.24,,2,,,,no,no,Conflict Test Results,,,,,,"at 0.34 and 0.24,","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",,
L180_1358,180,1358,point,0.60,0.6,,2,,,,no,no,Conflict Test Results,,,,,,"and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs),","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",,
L180_1367,180,1367,point,0.80,0.8,,2,,,,no,no,Conflict Test Results,,,,,,"and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs),","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",,
L180_1373,180,1373,integer,646,646.0,,0,,,,no,no,Conflict Test Results,,,,,,"and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs),","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",,
L180_1381,180,1381,integer,281,281.0,,0,,,,no,no,Conflict Test Results,,,,,,"and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs),","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",,
L180_1396,180,1396,point,0.26,0.26,,2,,,,no,no,Conflict Test Results,,,,,,at 0.26 and 0.19.,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",,
L180_1405,180,1405,point,0.19,0.19,,2,,,,no,no,Conflict Test Results,,,,,,at 0.26 and 0.19.,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.","On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",,
L180_1443,180,1443,integer,15,15.0,,0,,,,no,no,Conflict Test Results,,,,,,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers,","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",,
L180_1450,180,1450,integer,4,4.0,,0,,,,no,no,Conflict Test Results,,,,,,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers,","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",,
L180_1472,180,1472,integer,10,10.0,,0,,,,no,no,Conflict Test Results,,,,,,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers,","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",,
L180_1481,180,1481,integer,924,924.0,,0,,,,no,no,Conflict Test Results,,,,,,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers,","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",,
L180_1496,180,1496,integer,237,237.0,,0,,,,no,no,Conflict Test Results,,,,,,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers,","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",,
L180_1543,180,1543,point,0.18,0.18,,2,,,,no,no,Conflict Test Results,,,,,,on which the conflict arm scores 0.18.,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",,
L180_1605,180,1605,integer,2,2.0,,0,,,,no,no,Conflict Test Results,,,,,,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs,","A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",,
L180_1616,180,1616,integer,1,1.0,,0,,,,no,no,Conflict Test Results,,,,,,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs,","A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",,
L180_1618,180,1618,integer,334,334.0,,0,,,,no,no,Conflict Test Results,,,,,,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs,","A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",,
L180_1662,180,1662,point,0.46,0.46,,2,,,,no,no,Conflict Test Results,,,,,,"on which the conflict arm scores 0.46 [0.42,","A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",,
L180_1668,180,1668,interval,"0.42, 0.51",0.42,0.51,2,2,,,no,no,Conflict Test Results,,,,,,"on which the conflict arm scores 0.46 [0.42,","A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",,
L180_1723,180,1723,point,0.39,0.39,,2,,,,no,no,Conflict Test Results,,,,,,and stays 0.39 below the agreement arm.,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.","Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",,
L180_1780,180,1780,integer,420,420.0,,0,,,,no,no,Conflict Test Results,,,,,,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",,
L180_1824,180,1824,point,0.20,0.2,,2,,,,no,no,Conflict Test Results,,,,,,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",,
L180_1845,180,1845,integer,855,855.0,,0,,,,no,no,Conflict Test Results,,,,,,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",,
L180_1881,180,1881,point,0.62,0.62,,2,,,,no,no,Conflict Test Results,,,,,,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",,
L180_2058,180,2058,percent,97,97.0,,0,,%,,no,no,Conflict Test Results,,,,,,"It also answers Yes on 97 percent or more of the clips,","It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.","Audio Flamingo 2 is the only model whose audio encoder, CLAP , was not trained for speech recognition, so its transcription is limited.",,
L180_2110,180,2110,percent,87,87.0,,0,,%,,no,no,Conflict Test Results,,,,,,"and Qwen2-Audio on 87 percent or more,","It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.","Audio Flamingo 2 is the only model whose audio encoder, CLAP , was not trained for speech recognition, so its transcription is limited.",,
L180_2233,180,2233,range,0.17 to 0.29,0.17,0.29,2,2,,,no,no,Conflict Test Results,,,,,,On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but,"On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).","It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.",,
L180_2394,180,2394,range,0.53 to 0.61,0.53,0.61,2,2,,,no,no,Conflict Test Results,,,,,,and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).,"On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).","It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.",,
L180_2521,180,2521,point,0.01,0.01,,2,,,,no,no,Conflict Test Results,,,,,,"Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04,","Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04, 0.02].","On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).",,
L180_2530,180,2530,point,0.04,0.04,,2,,,,no,no,Conflict Test Results,,,,,,"Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04,","Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04, 0.02].","On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).",,
L180_2536,180,2536,point,0.02,0.02,,2,,,,no,no,Conflict Test Results,,,,,,0.02].,"Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04, 0.02].","On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).",,
L189_73,189,73,point,0.49,0.49,,2,,,,no,yes,Conflict Test Results,,,,,,the untrained plug in the overall answer (0.49).,"Training-free fixes that move conflict pay elsewhere: subtraction and steering in the agreement arm, the untrained plug in the overall answer (0.49).",,,
L190_19,190,19,point,0.31,0.31,,2,,,,no,yes,Conflict Test Results,,,,,,The omni baseline is the sweep's rerun (0.31 in Table \reftab:conflict). \labeltab:fixes \setlength\tabcolsep4pt,The omni baseline is the sweep's rerun (0.31 in Table \reftab:conflict). \labeltab:fixes \setlength\tabcolsep4pt,,,
L222_125,222,125,point,0.48,0.48,,2,,,,no,yes,Conflict Test Results,,,,,,Twelve prompt wordings never lift the depression conflict AUC above 0.48.,Twelve prompt wordings never lift the depression conflict AUC above 0.48.,,,
L222_177,222,177,point,0.909,0.909,,3,,,,no,yes,Conflict Test Results,,,,,,Learned layer mixing over the encoder reaches 0.909 against,"Learned layer mixing over the encoder reaches 0.909 against 0.916 for one layer chosen inside the training folds, and conditioning the mixture on the prompt adds 0.0004.",,,
L222_191,222,191,point,0.916,0.916,,3,,,,no,yes,Conflict Test Results,,,,,,"0.916 for one layer chosen inside the training folds,","Learned layer mixing over the encoder reaches 0.909 against 0.916 for one layer chosen inside the training folds, and conditioning the mixture on the prompt adds 0.0004.",,,
L222_293,222,293,point,0.0004,0.0004,,4,,,,no,yes,Conflict Test Results,,,,,,and conditioning the mixture on the prompt adds 0.0004.,"Learned layer mixing over the encoder reaches 0.909 against 0.916 for one layer chosen inside the training folds, and conditioning the mixture on the prompt adds 0.0004.",,,
L222_418,222,418,point,0.9,0.9,,1,,,,no,yes,Conflict Test Results,,,,,,"Subtracting the transcript-only logits from the audio logits stops the model following the words at weight \alpha = 0.9 (agreement with the lexical direction falls from 0.70 to 0.50),","Subtracting the transcript-only logits from the audio logits stops the model following the words at weight \alpha = 0.9 (agreement with the lexical direction falls from 0.70 to 0.50), where conflict AUC is 0.50; larger \alpha reaches 0.67 only by collapsing the agreement arm to 0.18, and held-out speakers choose \alpha = 0 in four of five folds.",,,
L222_472,222,472,change,0.70 to 0.50,0.7,0.5,2,2,,,no,yes,Conflict Test Results,,,,,,"Subtracting the transcript-only logits from the audio logits stops the model following the words at weight \alpha = 0.9 (agreement with the lexical direction falls from 0.70 to 0.50),","Subtracting the transcript-only logits from the audio logits stops the model following the words at weight \alpha = 0.9 (agreement with the lexical direction falls from 0.70 to 0.50), where conflict AUC is 0.50; larger \alpha reaches 0.67 only by collapsing the agreement arm to 0.18, and held-out speakers choose \alpha = 0 in four of five folds.",,,
L222_509,222,509,point,0.50,0.5,,2,,,,no,yes,Conflict Test Results,,,,,,where conflict AUC is 0.50;,"Subtracting the transcript-only logits from the audio logits stops the model following the words at weight \alpha = 0.9 (agreement with the lexical direction falls from 0.70 to 0.50), where conflict AUC is 0.50; larger \alpha reaches 0.67 only by collapsing the agreement arm to 0.18, and held-out speakers choose \alpha = 0 in four of five folds.",,,
L222_539,222,539,point,0.67,0.67,,2,,,,no,yes,Conflict Test Results,,,,,,"larger \alpha reaches 0.67 only by collapsing the agreement arm to 0.18,","Subtracting the transcript-only logits from the audio logits stops the model following the words at weight \alpha = 0.9 (agreement with the lexical direction falls from 0.70 to 0.50), where conflict AUC is 0.50; larger \alpha reaches 0.67 only by collapsing the agreement arm to 0.18, and held-out speakers choose \alpha = 0 in four of five folds.",,,
L222_584,222,584,point,0.18,0.18,,2,,,,no,yes,Conflict Test Results,,,,,,"larger \alpha reaches 0.67 only by collapsing the agreement arm to 0.18,","Subtracting the transcript-only logits from the audio logits stops the model following the words at weight \alpha = 0.9 (agreement with the lexical direction falls from 0.70 to 0.50), where conflict AUC is 0.50; larger \alpha reaches 0.67 only by collapsing the agreement arm to 0.18, and held-out speakers choose \alpha = 0 in four of five folds.",,,
L222_629,222,629,integer,0,0.0,,0,,,,no,yes,Conflict Test Results,,,,,,and held-out speakers choose \alpha = 0 in four of five folds.,"Subtracting the transcript-only logits from the audio logits stops the model following the words at weight \alpha = 0.9 (agreement with the lexical direction falls from 0.70 to 0.50), where conflict AUC is 0.50; larger \alpha reaches 0.67 only by collapsing the agreement arm to 0.18, and held-out speakers choose \alpha = 0 in four of five folds.",,,
L222_896,222,896,integer,20,20.0,,0,,,,no,yes,Conflict Test Results,,,,,,"across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed,","Adding a multiple of the difference-in-means diagnosis direction to the encoder output damages the agreement arm at the smallest coefficient before conflict moves, and a random direction of the same norm displaces the answer equally; across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed, and on Pitt, at the probe's own layer 22, the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against 0.58 and 0.54 for a random one.",,,
L222_951,222,951,point,-0.92,-0.92,,2,,,,no,yes,Conflict Test Results,,,,,,"across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed,","Adding a multiple of the difference-in-means diagnosis direction to the encoder output damages the agreement arm at the smallest coefficient before conflict moves, and a random direction of the same norm displaces the answer equally; across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed, and on Pitt, at the probe's own layer 22, the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against 0.58 and 0.54 for a random one.",,,
L222_1037,222,1037,integer,22,22.0,,0,,,,no,yes,Conflict Test Results,,,,,,"at the probe's own layer 22,","Adding a multiple of the difference-in-means diagnosis direction to the encoder output damages the agreement arm at the smallest coefficient before conflict moves, and a random direction of the same norm displaces the answer equally; across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed, and on Pitt, at the probe's own layer 22, the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against 0.58 and 0.54 for a random one.",,,
L222_1071,222,1071,point,0.56,0.56,,2,,,,no,yes,Conflict Test Results,,,,,,the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against,"Adding a multiple of the difference-in-means diagnosis direction to the encoder output damages the agreement arm at the smallest coefficient before conflict moves, and a random direction of the same norm displaces the answer equally; across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed, and on Pitt, at the probe's own layer 22, the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against 0.58 and 0.54 for a random one.",,,
L222_1092,222,1092,point,0.42,0.42,,2,,,,no,yes,Conflict Test Results,,,,,,the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against,"Adding a multiple of the difference-in-means diagnosis direction to the encoder output damages the agreement arm at the smallest coefficient before conflict moves, and a random direction of the same norm displaces the answer equally; across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed, and on Pitt, at the probe's own layer 22, the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against 0.58 and 0.54 for a random one.",,,
L222_1118,222,1118,point,0.58,0.58,,2,,,,no,yes,Conflict Test Results,,,,,,0.58 and 0.54 for a random one.,"Adding a multiple of the difference-in-means diagnosis direction to the encoder output damages the agreement arm at the smallest coefficient before conflict moves, and a random direction of the same norm displaces the answer equally; across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed, and on Pitt, at the probe's own layer 22, the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against 0.58 and 0.54 for a random one.",,,
L222_1127,222,1127,point,0.54,0.54,,2,,,,no,yes,Conflict Test Results,,,,,,0.58 and 0.54 for a random one.,"Adding a multiple of the difference-in-means diagnosis direction to the encoder output damages the agreement arm at the smallest coefficient before conflict moves, and a random direction of the same norm displaces the answer equally; across 20 steered conditions the apparent gain correlates at -0.92 with the lexical signal being destroyed, and on Pitt, at the probe's own layer 22, the diagnosis direction gives 0.56 on conflict and 0.42 on agreement against 0.58 and 0.54 for a random one.",,,
L222_1244,222,1244,range,0.62 to 0.49,0.62,0.49,2,2,,,no,yes,Conflict Test Results,,,,,,Feeding the probe's best encoder layer into the projector without training breaks the answer (0.62 to 0.49 overall):,Feeding the probe's best encoder layer into the projector without training breaks the answer (0.62 to 0.49 overall): the projector was trained on the final layer's output and does not accept another layer's without retraining.,,,
L222_1507,222,1507,point,0.37,0.37,,2,,,,no,yes,Conflict Test Results,,,,,,achieves 0.37 on the conflict pairs against,"A checkpoint built with the VoxParadox recipe , prompt-conditioned layer mixing with preference tuning, achieves 0.37 on the conflict pairs against 0.35 for its base model.",,,
L222_1542,222,1542,point,0.35,0.35,,2,,,,no,yes,Conflict Test Results,,,,,,0.35 for its base model.,"A checkpoint built with the VoxParadox recipe , prompt-conditioned layer mixing with preference tuning, achieves 0.37 on the conflict pairs against 0.35 for its base model.",,,
