row,seg_uid,clip,speaker,arm,pair_id,fold,p_yes,answer_mass,p_yes_sft,p_yes_rule3_literal,answer_mass_rule3_literal,prompt
131,c001738,conflict_377_c001738.wav,377,conflict,131,3,0.9401766406,0.9988281280,0.8670357466,0.9401765923,0.9988289401,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
132,c001739,conflict_377_c001739.wav,377,conflict,132,3,0.9785805018,0.9985826742,0.9481545687,0.9785804667,0.9985835627,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
133,c001742,conflict_377_c001742.wav,377,conflict,133,3,0.9472860902,0.9981670752,0.8902942538,0.9472860070,0.9981680438,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
134,c001747,conflict_377_c001747.wav,377,conflict,134,3,0.9842326205,0.9991721958,0.9615337849,0.9842325996,0.9991726410,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
135,c001754,conflict_377_c001754.wav,377,conflict,135,3,0.7324024760,0.9949012697,0.5851011276,0.7324023013,0.9949024022,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
136,c001763,conflict_377_c001763.wav,377,conflict,136,3,0.9925324740,0.9993635151,0.9838472009,0.9925324609,0.9993642489,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
137,c001766,conflict_377_c001766.wav,377,conflict,137,3,0.9903648895,0.9994608266,0.9820137620,0.9903648813,0.9994611358,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
138,c001777,conflict_378_c001777.wav,378,conflict,138,0,0.8356798179,0.9986214489,0.6224593520,0.8356797111,0.9986224324,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
139,c001803,conflict_379_c001803.wav,379,conflict,139,0,0.0132243484,0.9979509190,0.0072327633,0.0132243568,0.9979518335,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
140,c001811,conflict_379_c001811.wav,379,conflict,140,0,0.0091269765,0.9989848621,0.0053849379,0.0091269790,0.9989854060,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
141,c001815,conflict_379_c001815.wav,379,conflict,141,0,0.0085782715,0.9986696271,0.0052201259,0.0085782760,0.9986702930,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
142,c001881,conflict_381_c001881.wav,381,conflict,142,2,0.0534524285,0.9957575426,0.0297600944,0.0534524519,0.9957592674,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
143,c001894,conflict_381_c001894.wav,381,conflict,143,2,0.9650754917,0.9959460907,0.9425067902,0.9650753793,0.9959496036,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
144,c001895,conflict_381_c001895.wav,381,conflict,144,2,0.0331013524,0.9959182590,0.0185465645,0.0331013702,0.9959203117,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
145,c001896,conflict_381_c001896.wav,381,conflict,145,2,0.0311049630,0.9955031257,0.0212873518,0.0311050279,0.9955059607,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
146,c001897,conflict_381_c001897.wav,381,conflict,146,2,0.0124328276,0.9963756343,0.0060975617,0.0124328390,0.9963766718,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
147,c001898,conflict_381_c001898.wav,381,conflict,147,2,0.9743249000,0.9947854578,0.9693241715,0.9743248248,0.9947895110,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
148,c001900,conflict_381_c001900.wav,381,conflict,148,2,0.2121975491,0.9868485928,0.0953494608,0.2121977227,0.9868521392,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
149,c001901,conflict_381_c001901.wav,381,conflict,149,2,0.0533004605,0.9961674288,0.0325897448,0.0533005804,0.9961693808,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
150,c001905,conflict_381_c001905.wav,381,conflict,150,2,0.9742842610,0.9943438303,0.9643214345,0.9742840934,0.9943486508,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
151,c001924,conflict_382_c001924.wav,382,conflict,151,4,0.0169161422,0.9991407339,0.0106525114,0.0169161453,0.9991411008,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
152,c001964,conflict_384_c001964.wav,384,conflict,152,2,0.6531256190,0.9967379272,0.5156199336,0.6531253699,0.9967401326,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
153,c001965,conflict_384_c001965.wav,384,conflict,153,2,0.0203630932,0.9941598661,0.0112445606,0.0203631079,0.9941611588,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
154,c001966,conflict_384_c001966.wav,384,conflict,154,2,0.1010058516,0.9950236753,0.0558231398,0.1010059057,0.9950257242,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
155,c001984,conflict_384_c001984.wav,384,conflict,155,2,0.5627089339,0.9942007065,0.3849121630,0.5627087103,0.9942035377,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
156,c001985,conflict_384_c001985.wav,384,conflict,156,2,0.0075790955,0.9969275859,0.0048297225,0.0075791110,0.9969288628,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
157,c002031,conflict_387_c002031.wav,387,conflict,157,3,0.7561616231,0.9972623289,0.5926666260,0.7561613821,0.9972644597,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
158,c002114,conflict_392_c002114.wav,392,conflict,158,4,0.9875839007,0.9996007932,0.9752018452,0.9875838950,0.9996011611,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
159,c002121,conflict_392_c002121.wav,392,conflict,159,4,0.8176475337,0.9989668727,0.6513549089,0.8176475040,0.9989672005,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
160,c002122,conflict_392_c002122.wav,392,conflict,160,4,0.9841041745,0.9996424522,0.9732407331,0.9841041728,0.9996426962,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
161,c002308,conflict_403_c002308.wav,403,conflict,161,0,0.4075801169,0.9959381521,0.2227001488,0.4075800059,0.9959393740,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
162,c002310,conflict_403_c002310.wav,403,conflict,162,0,0.1403731963,0.9986615330,0.0803574696,0.1403731900,0.9986624271,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
163,c002331,conflict_404_c002331.wav,404,conflict,163,4,0.4690071326,0.9976781905,0.2942149639,0.4690069989,0.9976791739,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
164,c002336,conflict_404_c002336.wav,404,conflict,164,4,0.9434612892,0.9987352155,0.8705973029,0.9434612594,0.9987359419,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
165,c002350,conflict_405_c002350.wav,405,conflict,165,0,0.0637663718,0.9988811761,0.0534033328,0.0637664023,0.9988821000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
166,c002351,conflict_405_c002351.wav,405,conflict,166,0,0.3076371651,0.9982274473,0.1968262047,0.3076371743,0.9982285798,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
167,c002353,conflict_405_c002353.wav,405,conflict,167,0,0.0244322363,0.9986373391,0.0140636265,0.0244322483,0.9986378402,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
168,c002354,conflict_405_c002354.wav,405,conflict,168,0,0.0275924106,0.9989947975,0.0166570395,0.0275924243,0.9989951793,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
169,c002356,conflict_405_c002356.wav,405,conflict,169,0,0.6226633670,0.9984772205,0.4532618821,0.6226632499,0.9984781742,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
170,c002357,conflict_405_c002357.wav,405,conflict,170,0,0.0803807087,0.9985484481,0.0474258736,0.0803807540,0.9985492751,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
171,c002358,conflict_405_c002358.wav,405,conflict,171,0,0.6655616128,0.9977132976,0.4765796661,0.6655614547,0.9977144301,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
172,c002381,conflict_405_c002381.wav,405,conflict,172,0,0.9649104954,0.9993013069,0.9416541457,0.9649104665,0.9993020780,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
173,c002382,conflict_405_c002382.wav,405,conflict,173,0,0.1331014893,0.9984324574,0.0826973394,0.1331014965,0.9984336346,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
174,c002385,conflict_405_c002385.wav,405,conflict,174,0,0.9497900620,0.9990579113,0.9124361873,0.9497900095,0.9990587197,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
175,c002386,conflict_405_c002386.wav,405,conflict,175,0,0.0901379541,0.9989912137,0.0566524267,0.0901379871,0.9989918396,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
176,c002387,conflict_405_c002387.wav,405,conflict,176,0,0.9150607249,0.9976504669,0.8688268065,0.9150606644,0.9976515099,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
177,c002388,conflict_405_c002388.wav,405,conflict,177,0,0.2337819256,0.9988103360,0.1520322412,0.2337819499,0.9988113791,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
178,c002391,conflict_406_c002391.wav,406,conflict,178,3,0.9929858649,0.9991476750,0.9852713346,0.9929858584,0.9991483418,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
179,c002394,conflict_406_c002394.wav,406,conflict,179,3,0.8441537246,0.9980196804,0.6513549089,0.8441536406,0.9980207682,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
180,c002426,conflict_407_c002426.wav,407,conflict,180,2,0.0716955030,0.9962871000,0.0474258736,0.0716955608,0.9962888956,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
181,c002443,conflict_408_c002443.wav,408,conflict,181,1,0.6660144699,0.9975891411,0.5078118443,0.6660143114,0.9975904524,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
182,c002509,conflict_411_c002509.wav,411,conflict,182,3,0.9741718511,0.9979157615,0.9416541457,0.9741717767,0.9979174286,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
