key,model,dataset,stream/arm,value,lo,hi,n,n_spk,estimator,file,source_table,verified_tonight,stream,arm,status,status_note,description,is_delta,file_exists,file_as_recorded,path_rewritten,row_id,metric,level
Qwen2-Audio|neurovoz|lm_probe|all,Qwen2-Audio,neurovoz,lm_probe/all,0.8904,,,1270,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2-Audio neurovoz LM probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json,yes,master_lookup.csv:67,auc,clip
Qwen2-Audio|neurovoz|answer_state_probe|all,Qwen2-Audio,neurovoz,answer_state_probe/all,0.8808,,,1270,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2-Audio neurovoz answer-state probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json,yes,master_lookup.csv:68,auc,clip
Qwen2-Audio|neurovoz|encoder_probe|all,Qwen2-Audio,neurovoz,encoder_probe/all,0.9324,,,1270,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json,master_lookup,no,encoder_probe,all,current,,Qwen2-Audio neurovoz encoder probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_neurovoz_nested_repeats.json,yes,master_lookup.csv:69,auc,clip
Qwen2-Audio|neurovoz|zero_shot|all,Qwen2-Audio,neurovoz,zero_shot/all,0.5519,,,1270,,zero shot,<local data dir>/paper work/paper1_local_runs/probe2/neurovoz_zeroshot_scores.csv,master_lookup,no,zero_shot,all,current,,Qwen2-Audio neurovoz zero shot answer,no,yes,<local data dir>/paper1_local_runs/probe2/neurovoz_zeroshot_scores.csv,yes,master_lookup.csv:70,auc,clip
Qwen2-Audio|pcgita|lm_probe|all,Qwen2-Audio,pcgita,lm_probe/all,0.8309,,,1100,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2-Audio pcgita LM probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json,yes,master_lookup.csv:71,auc,clip
Qwen2-Audio|pcgita|answer_state_probe|all,Qwen2-Audio,pcgita,answer_state_probe/all,0.8448,,,1100,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2-Audio pcgita answer-state probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json,yes,master_lookup.csv:72,auc,clip
Qwen2-Audio|pcgita|encoder_probe|all,Qwen2-Audio,pcgita,encoder_probe/all,0.9097,,,1100,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json,master_lookup,no,encoder_probe,all,current,,Qwen2-Audio pcgita encoder probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_pcgita_nested_repeats.json,yes,master_lookup.csv:73,auc,clip
Qwen2-Audio|pcgita|zero_shot|all,Qwen2-Audio,pcgita,zero_shot/all,0.5369,,,1100,,zero shot,<local data dir>/paper work/paper1_local_runs/probe2/pcgita_zeroshot_scores.csv,master_lookup,no,zero_shot,all,current,,Qwen2-Audio pcgita zero shot answer,no,yes,<local data dir>/paper1_local_runs/probe2/pcgita_zeroshot_scores.csv,yes,master_lookup.csv:74,auc,clip
Qwen2-Audio|pitt|lm_probe|all,Qwen2-Audio,pitt,lm_probe/all,0.838,,,468,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2-Audio pitt LM probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json,yes,master_lookup.csv:75,auc,clip
Qwen2-Audio|pitt|answer_state_probe|all,Qwen2-Audio,pitt,answer_state_probe/all,0.8253,,,468,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2-Audio pitt answer-state probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json,yes,master_lookup.csv:76,auc,clip
Qwen2-Audio|pitt|encoder_probe|all,Qwen2-Audio,pitt,encoder_probe/all,0.7846,,,468,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json,master_lookup,no,encoder_probe,all,current,,Qwen2-Audio pitt encoder probe,no,yes,<local data dir>/paper1_local_runs/omni_final/q2a_pitt_nested_repeats.json,yes,master_lookup.csv:77,auc,clip
Qwen2-Audio|pitt|transcript|all,Qwen2-Audio,pitt,transcript/all,0.6762,,,468,,"text only, per-clip file recomputed",<local data dir>/paper work/paper1_local_runs/qwen2audio_pitt_text.csv,master_lookup,no,transcript,all,current,,Qwen2-Audio pitt transcript only,no,yes,<local data dir>/paper1_local_runs/qwen2audio_pitt_text.csv,yes,master_lookup.csv:78,auc,clip
Qwen2-Audio|pitt|zero_shot|all,Qwen2-Audio,pitt,zero_shot/all,0.6173,,,468,,zero shot,<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,master_lookup,no,zero_shot,all,current,,Qwen2-Audio pitt zero shot answer,no,yes,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,yes,master_lookup.csv:79,auc,clip
Qwen2.5-Omni|adress2020|lm_probe|all,Qwen2.5-Omni,adress2020,lm_probe/all,0.8511,,,156,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2.5-Omni adress2020 LM probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json,yes,master_lookup.csv:80,auc,clip
Qwen2.5-Omni|adress2020|answer_state_probe|all,Qwen2.5-Omni,adress2020,answer_state_probe/all,0.8217,,,156,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2.5-Omni adress2020 answer-state probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json,yes,master_lookup.csv:81,auc,clip
Qwen2.5-Omni|adress2020|encoder_probe|all,Qwen2.5-Omni,adress2020,encoder_probe/all,0.8043,,,156,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json,master_lookup,no,encoder_probe,all,current,,Qwen2.5-Omni adress2020 encoder probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json,yes,master_lookup.csv:82,auc,clip
Qwen2.5-Omni|adress2020|projector_probe|all,Qwen2.5-Omni,adress2020,projector_probe/all,0.8097,,,156,,single split nested,<local data dir>/paper work/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json,master_lookup,no,projector_probe,all,current,,Qwen2.5-Omni adress2020 projector probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adress2020_nested_repeats.json,yes,master_lookup.csv:83,auc,clip
Qwen2.5-Omni|adress2020|transcript|all,Qwen2.5-Omni,adress2020,transcript/all,0.7538,,,156,,"text only, one documented prompt",<local data dir>/release/overnight2/text_new/o25_adress2020_text.json,master_lookup,no,transcript,all,current,,Qwen2.5-Omni adress2020 transcript only,no,yes,<local data dir>/release/overnight2/text_new/o25_adress2020_text.json,no,master_lookup.csv:84,auc,clip
Qwen2.5-Omni|adress2020|zero_shot|all,Qwen2.5-Omni,adress2020,zero_shot/all,0.6241,,,156,,"zero shot, 30 s window",<local data dir>/paper work/paper1_local_runs/omni_final/omni_adress2020_zeroshot.json,master_lookup,no,zero_shot,all,current,,Qwen2.5-Omni adress2020 zero shot answer,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adress2020_zeroshot.json,yes,master_lookup.csv:85,auc,clip
Qwen2.5-Omni|adresso|lm_probe|all,Qwen2.5-Omni,adresso,lm_probe/all,0.9048,,,237,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2.5-Omni adresso LM probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json,yes,master_lookup.csv:86,auc,clip
Qwen2.5-Omni|adresso|answer_state_probe|all,Qwen2.5-Omni,adresso,answer_state_probe/all,0.8593,,,237,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2.5-Omni adresso answer-state probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json,yes,master_lookup.csv:87,auc,clip
Qwen2.5-Omni|adresso|encoder_probe|all,Qwen2.5-Omni,adresso,encoder_probe/all,0.8752,,,237,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json,master_lookup,no,encoder_probe,all,current,,Qwen2.5-Omni adresso encoder probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json,yes,master_lookup.csv:88,auc,clip
Qwen2.5-Omni|adresso|projector_probe|all,Qwen2.5-Omni,adresso,projector_probe/all,0.8612,,,237,,single split nested,<local data dir>/paper work/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json,master_lookup,no,projector_probe,all,current,,Qwen2.5-Omni adresso projector probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adresso_nested_repeats.json,yes,master_lookup.csv:89,auc,clip
Qwen2.5-Omni|adresso|transcript|all,Qwen2.5-Omni,adresso,transcript/all,0.5542,,,237,,"text only, one documented prompt",<local data dir>/release/overnight2/text_new/o25_adresso_text.json,master_lookup,no,transcript,all,current,,Qwen2.5-Omni adresso transcript only,no,yes,<local data dir>/release/overnight2/text_new/o25_adresso_text.json,no,master_lookup.csv:90,auc,clip
Qwen2.5-Omni|adresso|zero_shot|all,Qwen2.5-Omni,adresso,zero_shot/all,0.615,,,237,,"zero shot, 30 s window",<local data dir>/paper work/paper1_local_runs/omni_final/omni_adresso_zeroshot.json,master_lookup,no,zero_shot,all,current,,Qwen2.5-Omni adresso zero shot answer,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_adresso_zeroshot.json,yes,master_lookup.csv:91,auc,clip
Qwen2.5-Omni|edaic_conflict_390|transcript|all,Qwen2.5-Omni,edaic_conflict_390,transcript/all,0.6131,,,390,,"text only, one documented prompt",<local data dir>/release/overnight2/text_new/o25_conflict_text.json,master_lookup,no,transcript,all,current,,Qwen2.5-Omni conflict transcript only,no,yes,<local data dir>/release/overnight2/text_new/o25_conflict_text.json,no,master_lookup.csv:92,auc,clip
Qwen2.5-Omni|edaic|lm_probe|all,Qwen2.5-Omni,edaic,lm_probe/all,0.4939,,,275,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2.5-Omni edaic LM probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json,yes,master_lookup.csv:93,auc,clip
Qwen2.5-Omni|edaic|answer_state_probe|all,Qwen2.5-Omni,edaic,answer_state_probe/all,0.6146,,,275,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2.5-Omni edaic answer-state probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json,yes,master_lookup.csv:94,auc,clip
Qwen2.5-Omni|edaic|encoder_probe|all,Qwen2.5-Omni,edaic,encoder_probe/all,0.5966,,,275,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json,master_lookup,no,encoder_probe,all,current,,Qwen2.5-Omni edaic encoder probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json,yes,master_lookup.csv:95,auc,clip
Qwen2.5-Omni|edaic|projector_probe|all,Qwen2.5-Omni,edaic,projector_probe/all,0.5041,,,275,,single split nested,<local data dir>/paper work/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json,master_lookup,no,projector_probe,all,current,,Qwen2.5-Omni edaic projector probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_edaic_nested_repeats.json,yes,master_lookup.csv:96,auc,clip
Qwen2.5-Omni|edaic|transcript|all,Qwen2.5-Omni,edaic,transcript/all,0.6613,,,275,,"text only, one documented prompt (30 s transcript, matched to the 30 s audio window)",<local data dir>/release/overnight2/text_new/o25_edaic30_text.json,master_lookup,no,transcript,all,current,,Qwen2.5-Omni edaic transcript only,no,yes,<local data dir>/release/overnight2/text_new/o25_edaic30_text.json,no,master_lookup.csv:97,auc,clip
Qwen2.5-Omni|edaic|zero_shot|all,Qwen2.5-Omni,edaic,zero_shot/all,0.662,,,275,,"zero shot, 30 s window",<local data dir>/paper work/paper1_local_runs/omni_final/omni_edaic_zeroshot.json,master_lookup,no,zero_shot,all,current,,Qwen2.5-Omni edaic zero shot answer,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_edaic_zeroshot.json,yes,master_lookup.csv:98,auc,clip
Qwen2.5-Omni|edaic|transcript|all,Qwen2.5-Omni,edaic,transcript/all,0.6613,,,275,,"text only, one documented prompt",<local data dir>/release/overnight2/text_new/o25_edaic30_text.json,master_lookup,no,transcript,all,current,,Qwen2.5-Omni edaic30 transcript only,no,yes,<local data dir>/release/overnight2/text_new/o25_edaic30_text.json,no,master_lookup.csv:99,auc,clip
Qwen2.5-Omni|edaic_conflict_390|lm_probe|all,Qwen2.5-Omni,edaic_conflict_390,lm_probe/all,0.5966,,,390,,"nested, 390 conflict-manifest rows, 30 s window",<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2.5-Omni edaic_conflict LM probe,no,yes,<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json,no,master_lookup.csv:100,auc,clip
Qwen2.5-Omni|edaic_conflict_390|answer_state_probe|all,Qwen2.5-Omni,edaic_conflict_390,answer_state_probe/all,0.6623,,,390,,"nested, 390 conflict-manifest rows, 30 s window",<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2.5-Omni edaic_conflict answer-state probe,no,yes,<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json,no,master_lookup.csv:101,auc,clip
Qwen2.5-Omni|edaic_conflict_390|encoder_probe|all,Qwen2.5-Omni,edaic_conflict_390,encoder_probe/all,0.5566,,,390,,"nested, 390 conflict-manifest rows, 30 s window",<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json,master_lookup,no,encoder_probe,all,current,,Qwen2.5-Omni edaic_conflict encoder probe,no,yes,<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json,no,master_lookup.csv:102,auc,clip
Qwen2.5-Omni|edaic_conflict_390|projector_probe|all,Qwen2.5-Omni,edaic_conflict_390,projector_probe/all,0.5038,,,390,,"nested, 390 conflict-manifest rows, 30 s window",<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json,master_lookup,no,projector_probe,all,current,,Qwen2.5-Omni edaic_conflict projector probe,no,yes,<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_nested_repeats.json,no,master_lookup.csv:103,auc,clip
Qwen2.5-Omni|edaic_conflict_390|zero_shot|all,Qwen2.5-Omni,edaic_conflict_390,zero_shot/all,0.6204,,,390,,"zero shot, 30 s window, 390 conflict-manifest rows",<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_zeroshot.json,master_lookup,no,zero_shot,all,current,,Qwen2.5-Omni edaic_conflict zero shot answer,no,yes,<local data dir>/release/edaic_conflict_new/o25_edaic_conflict_zeroshot.json,no,master_lookup.csv:104,auc,clip
Qwen2.5-Omni|edaic_full|transcript|all,Qwen2.5-Omni,edaic_full,transcript/all,0.823,,,275,,"text only, one documented prompt",<local data dir>/release/overnight2/text_new/o25_edaicfull_text.json,master_lookup,no,transcript,all,current,,Qwen2.5-Omni edaicfull transcript only,no,yes,<local data dir>/release/overnight2/text_new/o25_edaicfull_text.json,no,master_lookup.csv:105,auc,clip
Qwen2.5-Omni|kcl|lm_probe|all,Qwen2.5-Omni,kcl,lm_probe/all,0.622,,,37,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2.5-Omni kcl LM probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json,yes,master_lookup.csv:106,auc,clip
Qwen2.5-Omni|kcl|answer_state_probe|all,Qwen2.5-Omni,kcl,answer_state_probe/all,0.5833,,,37,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2.5-Omni kcl answer-state probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json,yes,master_lookup.csv:107,auc,clip
Qwen2.5-Omni|kcl|encoder_probe|all,Qwen2.5-Omni,kcl,encoder_probe/all,0.7506,,,37,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json,master_lookup,no,encoder_probe,all,current,,Qwen2.5-Omni kcl encoder probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json,yes,master_lookup.csv:108,auc,clip
Qwen2.5-Omni|kcl|projector_probe|all,Qwen2.5-Omni,kcl,projector_probe/all,0.6548,,,37,,single split nested,<local data dir>/paper work/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json,master_lookup,no,projector_probe,all,current,,Qwen2.5-Omni kcl projector probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_kcl_nested_repeats.json,yes,master_lookup.csv:109,auc,clip
Qwen2.5-Omni|kcl|transcript|all,Qwen2.5-Omni,kcl,transcript/all,0.7619,,,37,,"text only, one documented prompt",<local data dir>/release/overnight2/text_new/o25_kcl_text.json,master_lookup,no,transcript,all,CONTESTED,S8: stored AUC does not reproduce from its per-clip file; rank-formula recompute gives 0.7634,Qwen2.5-Omni kcl transcript only,no,yes,<local data dir>/release/overnight2/text_new/o25_kcl_text.json,no,master_lookup.csv:110,auc,clip
Qwen2.5-Omni|kcl|zero_shot|all,Qwen2.5-Omni,kcl,zero_shot/all,0.7143,,,37,,"zero shot, 30 s window",<local data dir>/paper work/paper1_local_runs/omni_final/omni_kcl_zeroshot.json,master_lookup,no,zero_shot,all,current,,Qwen2.5-Omni kcl zero shot answer,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_kcl_zeroshot.json,yes,master_lookup.csv:111,auc,clip
Qwen2.5-Omni|neurovoz|lm_probe|all,Qwen2.5-Omni,neurovoz,lm_probe/all,0.9264,,,1270,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_neurovoz_nested_repeats.json,master_lookup,no,lm_probe,all,current,,Qwen2.5-Omni neurovoz LM probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_nested_repeats.json,yes,master_lookup.csv:112,auc,clip
Qwen2.5-Omni|neurovoz|answer_state_probe|all,Qwen2.5-Omni,neurovoz,answer_state_probe/all,0.8895,,,1270,,"five split nested, mean of 5 repeats",<local data dir>/paper work/paper1_local_runs/omni_final/omni_neurovoz_nested_repeats.json,master_lookup,no,answer_state_probe,all,current,,Qwen2.5-Omni neurovoz answer-state probe,no,yes,<local data dir>/paper1_local_runs/omni_final/omni_neurovoz_nested_repeats.json,yes,master_lookup.csv:113,auc,clip
